Subject	stimulus	trial_type	language	prior.lang	rt	z.ic
1	dog.jpg	switch	L2	L1	1010	0.624212786
1	heart.jpg	non-switch	L2	L2	724	0.624212786
1	house.jpg	switch	L1	L2	691	0.624212786
1	book.jpg	switch	L3	L1	1937	0.624212786
1	table.jpg	non-switch	L3	L3	772	0.624212786
1	bear.jpg	non-switch	L3	L3	638	0.624212786
1	cat.jpg	switch	L1	L3	919	0.624212786
1	cat.jpg	non-switch	L1	L1	587	0.624212786
1	bear.jpg	non-switch	L1	L1	734	0.624212786
1	table.jpg	switch	L2	L1	1418	0.624212786
1	heart.jpg	non-switch	L3	L3	619	0.624212786
1	house.jpg	non-switch	L3	L3	802	0.624212786
1	book.jpg	non-switch	L3	L3	2286	0.624212786
1	dog.jpg	non-switch	L3	L3	2422	0.624212786
1	car.jpg	non-switch	L3	L3	1080	0.624212786
1	pencil.jpg	non-switch	L3	L3	750	0.624212786
1	cat.jpg	switch	L2	L3	1721	0.624212786
1	pencil.jpg	non-switch	L2	L2	1466	0.624212786
1	chair.jpg	non-switch	L2	L2	645	0.624212786
1	table.jpg	switch	L3	L2	1031	0.624212786
1	house.jpg	non-switch	L3	L3	681	0.624212786
1	book.jpg	switch	L1	L3	747	0.624212786
1	heart.jpg	non-switch	L1	L1	775	0.624212786
1	car.jpg	switch	L2	L1	821	0.624212786
1	bear.jpg	non-switch	L2	L2	593	0.624212786
1	chair.jpg	switch	L3	L2	757	0.624212786
1	heart.jpg	non-switch	L3	L3	899	0.624212786
1	house.jpg	non-switch	L3	L3	802	0.624212786
1	book.jpg	non-switch	L3	L3	1833	0.624212786
1	dog.jpg	non-switch	L3	L3	930	0.624212786
1	car.jpg	switch	L2	L3	869	0.624212786
1	pencil.jpg	switch	L1	L2	1284	0.624212786
1	house.jpg	non-switch	L3	L3	718	0.624212786
1	cat.jpg	non-switch	L3	L3	1157	0.624212786
1	table.jpg	switch	L1	L3	1232	0.624212786
1	chair.jpg	non-switch	L1	L1	671	0.624212786
1	house.jpg	switch	L3	L1	690	0.624212786
1	car.jpg	non-switch	L3	L3	764	0.624212786
1	dog.jpg	switch	L1	L3	1036	0.624212786
1	heart.jpg	non-switch	L1	L1	670	0.624212786
1	cat.jpg	non-switch	L1	L1	641	0.624212786
1	table.jpg	non-switch	L1	L1	582	0.624212786
1	car.jpg	switch	L2	L1	1041	0.624212786
1	house.jpg	non-switch	L2	L2	942	0.624212786
1	chair.jpg	switch	L3	L2	983	0.624212786
1	pencil.jpg	non-switch	L3	L3	684	0.624212786
1	book.jpg	non-switch	L3	L3	787	0.624212786
1	cat.jpg	non-switch	L3	L3	744	0.624212786
1	bear.jpg	non-switch	L3	L3	762	0.624212786
1	table.jpg	switch	L1	L3	1153	0.624212786
1	chair.jpg	non-switch	L1	L1	982	0.624212786
1	heart.jpg	non-switch	L1	L1	565	0.624212786
1	house.jpg	non-switch	L1	L1	700	0.624212786
1	book.jpg	non-switch	L1	L1	937	0.624212786
1	dog.jpg	switch	L3	L1	902	0.624212786
1	car.jpg	non-switch	L3	L3	833	0.624212786
1	pencil.jpg	non-switch	L3	L3	707	0.624212786
1	cat.jpg	non-switch	L3	L3	762	0.624212786
1	house.jpg	switch	L2	L3	1023	0.624212786
1	book.jpg	non-switch	L2	L2	2002	0.624212786
1	cat.jpg	non-switch	L2	L2	862	0.624212786
1	bear.jpg	switch	L1	L2	1157	0.624212786
1	table.jpg	non-switch	L1	L1	668	0.624212786
1	chair.jpg	non-switch	L1	L1	1714	0.624212786
1	heart.jpg	non-switch	L1	L1	1851	0.624212786
1	house.jpg	non-switch	L1	L1	649	0.624212786
1	book.jpg	switch	L3	L1	777	0.624212786
1	dog.jpg	non-switch	L3	L3	730	0.624212786
1	car.jpg	switch	L1	L3	1654	0.624212786
1	pencil.jpg	non-switch	L1	L1	1269	0.624212786
1	chair.jpg	non-switch	L1	L1	1638	0.624212786
1	pencil.jpg	non-switch	L1	L1	688	0.624212786
1	house.jpg	switch	L2	L1	983	0.624212786
1	book.jpg	switch	L3	L2	821	0.624212786
1	dog.jpg	non-switch	L3	L3	824	0.624212786
1	table.jpg	non-switch	L3	L3	934	0.624212786
1	bear.jpg	switch	L1	L3	978	0.624212786
1	car.jpg	non-switch	L1	L1	661	0.624212786
1	cat.jpg	non-switch	L1	L1	701	0.624212786
1	cat.jpg	non-switch	L1	L1	694	0.624212786
1	bear.jpg	non-switch	L1	L1	692	0.624212786
1	table.jpg	non-switch	L1	L1	710	0.624212786
1	chair.jpg	non-switch	L1	L1	580	0.624212786
1	heart.jpg	switch	L3	L1	1007	0.624212786
1	house.jpg	switch	L1	L3	864	0.624212786
1	book.jpg	non-switch	L1	L1	831	0.624212786
1	dog.jpg	non-switch	L1	L1	679	0.624212786
1	car.jpg	non-switch	L1	L1	805	0.624212786
1	pencil.jpg	switch	L2	L1	879	0.624212786
1	cat.jpg	switch	L3	L2	836	0.624212786
1	house.jpg	non-switch	L3	L3	723	0.624212786
1	book.jpg	non-switch	L3	L3	578	0.624212786
1	chair.jpg	non-switch	L3	L3	1029	0.624212786
1	car.jpg	non-switch	L3	L3	866	0.624212786
1	pencil.jpg	non-switch	L3	L3	692	0.624212786
1	chair.jpg	non-switch	L3	L3	751	0.624212786
1	house.jpg	non-switch	L3	L3	674	0.624212786
1	bear.jpg	non-switch	L3	L3	639	0.624212786
1	heart.jpg	switch	L2	L3	1509	0.624212786
1	pencil.jpg	non-switch	L2	L2	815	0.624212786
1	house.jpg	non-switch	L2	L2	1680	0.624212786
1	cat.jpg	switch	L1	L2	818	0.624212786
1	chair.jpg	non-switch	L1	L1	683	0.624212786
1	book.jpg	switch	L3	L1	738	0.624212786
1	bear.jpg	non-switch	L3	L3	692	0.624212786
1	dog.jpg	switch	L1	L3	967	0.624212786
1	chair.jpg	non-switch	L1	L1	585	0.624212786
1	cat.jpg	non-switch	L1	L1	1079	0.624212786
1	book.jpg	switch	L3	L1	675	0.624212786
1	car.jpg	non-switch	L3	L3	955	0.624212786
1	table.jpg	switch	L1	L3	966	0.624212786
1	house.jpg	non-switch	L1	L1	701	0.624212786
1	pencil.jpg	switch	L3	L1	923	0.624212786
1	dog.jpg	non-switch	L3	L3	915	0.624212786
1	bear.jpg	switch	L2	L3	1746	0.624212786
1	heart.jpg	non-switch	L2	L2	637	0.624212786
1	house.jpg	non-switch	L2	L2	682	0.624212786
1	pencil.jpg	non-switch	L2	L2	590	0.624212786
1	dog.jpg	switch	L3	L2	853	0.624212786
1	table.jpg	switch	L2	L3	1987	0.624212786
1	car.jpg	non-switch	L2	L2	938	0.624212786
1	cat.jpg	switch	L3	L2	1601	0.624212786
1	table.jpg	non-switch	L3	L3	923	0.624212786
1	heart.jpg	non-switch	L3	L3	1528	0.624212786
1	chair.jpg	non-switch	L3	L3	773	0.624212786
1	cat.jpg	switch	L2	L3	1070	0.624212786
1	book.jpg	switch	L3	L2	710	0.624212786
1	car.jpg	non-switch	L3	L3	1085	0.624212786
1	table.jpg	switch	L1	L3	1229	0.624212786
1	house.jpg	non-switch	L1	L1	2449	0.624212786
1	pencil.jpg	non-switch	L1	L1	1249	0.624212786
1	dog.jpg	switch	L2	L1	935	0.624212786
1	bear.jpg	non-switch	L2	L2	1958	0.624212786
1	heart.jpg	non-switch	L2	L2	859	0.624212786
1	table.jpg	non-switch	L2	L2	996	0.624212786
1	house.jpg	non-switch	L2	L2	816	0.624212786
1	heart.jpg	non-switch	L2	L2	614	0.624212786
1	chair.jpg	non-switch	L2	L2	735	0.624212786
1	cat.jpg	non-switch	L2	L2	1041	0.624212786
1	book.jpg	switch	L1	L2	883	0.624212786
1	car.jpg	non-switch	L1	L1	1369	0.624212786
1	table.jpg	switch	L3	L1	861	0.624212786
1	house.jpg	non-switch	L3	L3	798	0.624212786
1	pencil.jpg	non-switch	L3	L3	923	0.624212786
1	dog.jpg	non-switch	L3	L3	810	0.624212786
1	bear.jpg	non-switch	L3	L3	687	0.624212786
1	heart.jpg	switch	L1	L3	969	0.624212786
1	table.jpg	non-switch	L1	L1	745	0.624212786
1	house.jpg	non-switch	L1	L1	1304	0.624212786
1	book.jpg	non-switch	L1	L1	734	0.624212786
1	heart.jpg	non-switch	L1	L1	722	0.624212786
1	chair.jpg	non-switch	L1	L1	1063	0.624212786
1	cat.jpg	non-switch	L1	L1	710	0.624212786
1	car.jpg	non-switch	L3	L3	827	0.624212786
1	table.jpg	non-switch	L3	L3	975	0.624212786
1	house.jpg	non-switch	L3	L3	814	0.624212786
1	dog.jpg	switch	L2	L1	802	0.624212786
1	bear.jpg	non-switch	L2	L2	1185	0.624212786
1	heart.jpg	switch	L1	L2	937	0.624212786
1	table.jpg	non-switch	L1	L1	667	0.624212786
1	heart.jpg	non-switch	L1	L1	731	0.624212786
1	chair.jpg	non-switch	L1	L1	1368	0.624212786
1	cat.jpg	switch	L3	L1	997	0.624212786
1	book.jpg	non-switch	L3	L3	523	0.624212786
1	car.jpg	non-switch	L3	L3	719	0.624212786
1	table.jpg	switch	L1	L3	849	0.624212786
1	house.jpg	non-switch	L1	L1	944	0.624212786
1	pencil.jpg	non-switch	L1	L1	663	0.624212786
1	dog.jpg	switch	L2	L1	765	0.624212786
1	bear.jpg	non-switch	L2	L2	721	0.624212786
1	cat.jpg	non-switch	L2	L2	1298	0.624212786
1	bear.jpg	non-switch	L2	L2	700	0.624212786
1	chair.jpg	non-switch	L2	L2	838	0.624212786
1	dog.jpg	switch	L1	L2	968	0.624212786
1	pencil.jpg	switch	L2	L1	800	0.624212786
1	heart.jpg	switch	L1	L2	770	0.624212786
1	book.jpg	switch	L3	L1	894	0.624212786
1	table.jpg	non-switch	L3	L3	822	0.624212786
1	house.jpg	non-switch	L3	L3	584	0.624212786
1	chair.jpg	non-switch	L3	L3	2460	0.624212786
1	heart.jpg	non-switch	L3	L3	705	0.624212786
1	cat.jpg	switch	L2	L3	2043	0.624212786
1	book.jpg	non-switch	L2	L2	2226	0.624212786
1	house.jpg	switch	L3	L2	790	0.624212786
1	pencil.jpg	non-switch	L3	L3	759	0.624212786
1	car.jpg	non-switch	L2	L2	780	0.624212786
1	dog.jpg	non-switch	L2	L2	1404	0.624212786
1	table.jpg	switch	L3	L2	928	0.624212786
1	book.jpg	non-switch	L3	L3	797	0.624212786
1	bear.jpg	non-switch	L3	L3	326	0.624212786
1	house.jpg	non-switch	L3	L3	633	0.624212786
1	cat.jpg	switch	L2	L3	788	0.624212786
1	chair.jpg	non-switch	L2	L2	279	0.624212786
1	pencil.jpg	non-switch	L2	L2	917	0.624212786
1	heart.jpg	switch	L3	L2	811	0.624212786
1	dog.jpg	switch	L1	L3	2250	0.624212786
1	house.jpg	non-switch	L1	L1	876	0.624212786
1	car.jpg	non-switch	L1	L1	2194	0.624212786
1	dog.jpg	non-switch	L1	L1	629	0.624212786
1	table.jpg	non-switch	L1	L1	800	0.624212786
1	book.jpg	switch	L2	L1	1065	0.624212786
1	car.jpg	non-switch	L2	L2	2338	0.624212786
1	bear.jpg	non-switch	L2	L2	968	0.624212786
1	house.jpg	switch	L1	L2	1937	0.624212786
1	cat.jpg	non-switch	L1	L1	711	0.624212786
1	chair.jpg	non-switch	L1	L1	1118	0.624212786
1	pencil.jpg	switch	L2	L1	1557	0.624212786
1	dog.jpg	non-switch	L1	L1	673	0.624212786
1	house.jpg	non-switch	L1	L1	695	0.624212786
1	house.jpg	non-switch	L1	L1	829	0.624212786
1	dog.jpg	non-switch	L1	L1	653	0.624212786
1	heart.jpg	switch	L3	L1	720	0.624212786
1	chair.jpg	switch	L2	L3	1117	0.624212786
1	pencil.jpg	non-switch	L2	L2	1028	0.624212786
1	book.jpg	non-switch	L2	L2	1700	0.624212786
1	car.jpg	switch	L3	L2	1243	0.624212786
1	cat.jpg	non-switch	L3	L3	722	0.624212786
1	bear.jpg	non-switch	L3	L3	773	0.624212786
1	dog.jpg	non-switch	L3	L3	1426	0.624212786
1	table.jpg	non-switch	L3	L3	872	0.624212786
1	pencil.jpg	switch	L2	L3	693	0.624212786
1	car.jpg	non-switch	L2	L2	790	0.624212786
1	house.jpg	switch	L3	L2	631	0.624212786
1	cat.jpg	non-switch	L3	L3	698	0.624212786
1	heart.jpg	switch	L2	L3	872	0.624212786
1	dog.jpg	non-switch	L2	L2	948	0.624212786
1	house.jpg	non-switch	L2	L2	2031	0.624212786
1	cat.jpg	non-switch	L2	L2	626	0.624212786
1	table.jpg	non-switch	L2	L2	849	0.624212786
1	dog.jpg	non-switch	L2	L2	588	0.624212786
1	chair.jpg	switch	L1	L2	1626	0.624212786
1	book.jpg	non-switch	L1	L1	857	0.624212786
1	pencil.jpg	non-switch	L1	L1	854	0.624212786
1	dog.jpg	non-switch	L1	L1	633	0.624212786
1	chair.jpg	non-switch	L1	L1	574	0.624212786
1	book.jpg	non-switch	L1	L1	633	0.624212786
1	bear.jpg	switch	L2	L1	2247	0.624212786
1	car.jpg	switch	L1	L2	1357	0.624212786
1	table.jpg	non-switch	L1	L1	1574	0.624212786
1	pencil.jpg	switch	L2	L1	710	0.624212786
1	heart.jpg	switch	L1	L2	1215	0.624212786
1	dog.jpg	non-switch	L1	L1	762	0.624212786
1	table.jpg	non-switch	L1	L1	773	0.624212786
1	pencil.jpg	switch	L3	L1	878	0.624212786
1	house.jpg	non-switch	L3	L3	807	0.624212786
1	book.jpg	non-switch	L3	L3	663	0.624212786
1	car.jpg	switch	L2	L3	872	0.624212786
1	table.jpg	non-switch	L2	L2	678	0.624212786
1	bear.jpg	switch	L1	L2	1043	0.624212786
1	cat.jpg	switch	L3	L1	817	0.624212786
1	pencil.jpg	switch	L1	L3	1900	0.624212786
1	book.jpg	non-switch	L1	L1	1047	0.624212786
1	heart.jpg	non-switch	L1	L1	708	0.624212786
1	dog.jpg	switch	L2	L1	971	0.624212786
1	chair.jpg	non-switch	L2	L2	690	0.624212786
1	pencil.jpg	non-switch	L2	L2	712	0.624212786
1	table.jpg	non-switch	L2	L2	751	0.624212786
1	book.jpg	non-switch	L2	L2	1360	0.624212786
1	car.jpg	switch	L3	L2	1595	0.624212786
1	bear.jpg	non-switch	L3	L3	603	0.624212786
1	house.jpg	non-switch	L3	L3	642	0.624212786
1	cat.jpg	switch	L1	L3	1180	0.624212786
1	chair.jpg	non-switch	L1	L1	1686	0.624212786
1	pencil.jpg	non-switch	L1	L1	754	0.624212786
1	heart.jpg	switch	L2	L1	1940	0.624212786
1	dog.jpg	non-switch	L2	L2	625	0.624212786
1	dog.jpg	non-switch	L2	L2	627	0.624212786
1	table.jpg	non-switch	L2	L2	1273	0.624212786
1	book.jpg	switch	L1	L2	899	0.624212786
1	pencil.jpg	non-switch	L1	L1	644	0.624212786
1	bear.jpg	switch	L2	L1	1166	0.624212786
1	cat.jpg	non-switch	L2	L2	1090	0.624212786
1	chair.jpg	switch	L1	L2	631	0.624212786
1	pencil.jpg	non-switch	L1	L1	588	0.624212786
1	heart.jpg	non-switch	L1	L1	1399	0.624212786
1	car.jpg	non-switch	L1	L1	996	0.624212786
1	cat.jpg	non-switch	L1	L1	670	0.624212786
1	chair.jpg	switch	L2	L1	721	0.624212786
1	book.jpg	non-switch	L2	L2	1762	0.624212786
1	dog.jpg	non-switch	L2	L2	1300	0.624212786
1	heart.jpg	switch	L1	L2	1135	0.624212786
1	table.jpg	switch	L3	L1	893	0.624212786
1	house.jpg	non-switch	L3	L3	604	0.624212786
1	pencil.jpg	non-switch	L3	L3	903	0.624212786
1	bear.jpg	switch	L1	L3	1167	0.624212786
1	book.jpg	non-switch	L1	L1	805	0.624212786
1	dog.jpg	switch	L2	L1	781	0.624212786
1	bear.jpg	switch	L2	L1	1123	0.624212786
1	cat.jpg	non-switch	L2	L2	721	0.624212786
1	house.jpg	non-switch	L2	L2	1568	0.624212786
1	table.jpg	non-switch	L2	L2	977	0.624212786
1	chair.jpg	switch	L1	L2	1140	0.624212786
1	bear.jpg	non-switch	L1	L1	975	0.624212786
1	cat.jpg	non-switch	L1	L1	655	0.624212786
1	car.jpg	non-switch	L1	L1	650	0.624212786
1	cat.jpg	non-switch	L1	L1	546	0.624212786
1	chair.jpg	non-switch	L1	L1	660	0.624212786
1	book.jpg	switch	L3	L1	961	0.624212786
1	dog.jpg	non-switch	L3	L3	994	0.624212786
1	heart.jpg	non-switch	L3	L3	1035	0.624212786
1	table.jpg	non-switch	L3	L3	674	0.624212786
1	house.jpg	switch	L1	L3	1027	0.624212786
1	pencil.jpg	non-switch	L1	L1	1134	0.624212786
1	bear.jpg	non-switch	L1	L1	1062	0.624212786
1	car.jpg	switch	L3	L1	1013	0.624212786
1	heart.jpg	non-switch	L3	L3	644	0.624212786
1	table.jpg	switch	L2	L3	1777	0.624212786
1	car.jpg	non-switch	L2	L2	610	0.624212786
1	cat.jpg	non-switch	L2	L2	1177	0.624212786
1	chair.jpg	switch	L3	L2	2339	0.624212786
1	book.jpg	non-switch	L3	L3	722	0.624212786
1	dog.jpg	switch	L2	L3	780	0.624212786
1	heart.jpg	switch	L3	L2	651	0.624212786
1	table.jpg	non-switch	L3	L3	774	0.624212786
1	house.jpg	non-switch	L3	L3	826	0.624212786
1	pencil.jpg	non-switch	L3	L3	856	0.624212786
1	bear.jpg	non-switch	L3	L3	681	0.624212786
1	car.jpg	switch	L2	L3	804	0.624212786
1	table.jpg	non-switch	L2	L2	775	0.624212786
1	chair.jpg	non-switch	L2	L2	669	0.624212786
1	heart.jpg	switch	L1	L2	934	0.624212786
1	house.jpg	non-switch	L1	L1	819	0.624212786
1	book.jpg	switch	L2	L1	1797	0.624212786
1	pencil.jpg	switch	L1	L2	985	0.624212786
1	cat.jpg	non-switch	L1	L1	974	0.624212786
1	bear.jpg	non-switch	L1	L1	609	0.624212786
1	cat.jpg	non-switch	L1	L1	722	0.624212786
1	chair.jpg	switch	L2	L1	624	0.624212786
1	book.jpg	non-switch	L2	L2	719	0.624212786
1	dog.jpg	non-switch	L2	L2	664	0.624212786
1	heart.jpg	switch	L1	L2	874	0.624212786
1	table.jpg	non-switch	L1	L1	621	0.624212786
1	house.jpg	non-switch	L1	L1	734	0.624212786
1	pencil.jpg	switch	L3	L1	884	0.624212786
1	bear.jpg	non-switch	L3	L3	657	0.624212786
1	car.jpg	non-switch	L3	L3	1282	0.624212786
1	heart.jpg	non-switch	L3	L3	724	0.624212786
1	book.jpg	non-switch	L3	L3	1075	0.624212786
1	table.jpg	non-switch	L3	L3	854	0.624212786
1	chair.jpg	non-switch	L3	L3	722	0.624212786
1	cat.jpg	switch	L1	L3	752	0.624212786
1	pencil.jpg	non-switch	L1	L1	628	0.624212786
1	car.jpg	non-switch	L1	L1	604	0.624212786
1	dog.jpg	non-switch	L1	L1	747	0.624212786
1	heart.jpg	non-switch	L1	L1	789	0.624212786
1	pencil.jpg	non-switch	L1	L1	582	0.624212786
1	chair.jpg	switch	L3	L1	730	0.624212786
1	table.jpg	non-switch	L3	L3	775	0.624212786
1	bear.jpg	switch	L2	L3	1203	0.624212786
1	dog.jpg	non-switch	L2	L2	1927	0.624212786
1	car.jpg	non-switch	L2	L2	710	0.624212786
1	book.jpg	non-switch	L2	L2	618	0.624212786
1	house.jpg	switch	L3	L2	650	0.624212786
1	car.jpg	non-switch	L3	L3	1122	0.624212786
1	cat.jpg	non-switch	L3	L3	1215	0.624212786
1	chair.jpg	non-switch	L3	L3	777	0.624212786
1	book.jpg	non-switch	L3	L3	724	0.624212786
1	dog.jpg	switch	L1	L3	1638	0.624212786
1	heart.jpg	non-switch	L1	L1	581	0.624212786
1	table.jpg	switch	L2	L1	1397	0.624212786
1	house.jpg	non-switch	L2	L2	1401	0.624212786
1	pencil.jpg	switch	L3	L2	640	0.624212786
1	bear.jpg	switch	L1	L3	1958	0.624212786
1	car.jpg	non-switch	L1	L1	965	0.624212786
1	heart.jpg	non-switch	L1	L1	739	0.624212786
1	book.jpg	non-switch	L1	L1	1703	0.624212786
1	car.jpg	non-switch	L1	L1	1157	0.624212786
1	pencil.jpg	non-switch	L1	L1	628	0.624212786
1	cat.jpg	non-switch	L1	L1	680	0.624212786
1	heart.jpg	switch	L2	L1	1702	0.624212786
1	table.jpg	non-switch	L2	L2	898	0.624212786
1	bear.jpg	switch	L1	L2	989	0.624212786
1	chair.jpg	switch	L3	L1	750	0.624212786
1	house.jpg	non-switch	L3	L3	552	0.624212786
1	dog.jpg	switch	L2	L3	1018	0.624212786
1	book.jpg	non-switch	L2	L2	698	0.624212786
1	heart.jpg	non-switch	L2	L2	592	0.624212786
1	pencil.jpg	switch	L3	L2	685	0.624212786
1	cat.jpg	non-switch	L3	L3	686	0.624212786
1	book.jpg	switch	L1	L3	892	0.624212786
1	dog.jpg	non-switch	L1	L1	717	0.624212786
1	chair.jpg	non-switch	L1	L1	768	0.624212786
1	bear.jpg	non-switch	L1	L1	745	0.624212786
1	house.jpg	non-switch	L1	L1	674	0.624212786
1	table.jpg	non-switch	L1	L1	1317	0.624212786
1	car.jpg	non-switch	L1	L1	937	0.624212786
1	house.jpg	switch	L2	L1	1084	0.624212786
1	heart.jpg	non-switch	L2	L2	628	0.624212786
1	cat.jpg	non-switch	L2	L2	1356	0.624212786
1	pencil.jpg	switch	L3	L2	678	0.624212786
1	bear.jpg	switch	L2	L3	870	0.624212786
1	book.jpg	non-switch	L2	L2	894	0.624212786
1	car.jpg	non-switch	L2	L2	880	0.624212786
1	pencil.jpg	switch	L3	L2	667	0.624212786
1	cat.jpg	non-switch	L3	L3	644	0.624212786
1	heart.jpg	switch	L2	L3	1148	0.624212786
1	table.jpg	switch	L3	L2	1148	0.624212786
1	bear.jpg	non-switch	L3	L3	831	0.624212786
1	chair.jpg	switch	L2	L3	1128	0.624212786
1	house.jpg	non-switch	L2	L2	893	0.624212786
1	dog.jpg	non-switch	L2	L2	1682	0.624212786
1	car.jpg	non-switch	L2	L2	1175	0.624212786
1	bear.jpg	non-switch	L2	L2	867	0.624212786
1	car.jpg	non-switch	L2	L2	893	0.624212786
1	pencil.jpg	non-switch	L2	L2	1981	0.624212786
1	cat.jpg	non-switch	L2	L2	1245	0.624212786
1	heart.jpg	switch	L3	L2	823	0.624212786
1	table.jpg	non-switch	L3	L3	757	0.624212786
1	bear.jpg	non-switch	L3	L3	725	0.624212786
1	chair.jpg	switch	L2	L3	880	0.624212786
1	house.jpg	non-switch	L2	L2	781	0.624212786
1	dog.jpg	non-switch	L2	L2	736	0.624212786
1	book.jpg	non-switch	L2	L2	918	0.624212786
1	car.jpg	non-switch	L2	L2	755	0.624212786
1	bear.jpg	switch	L1	L2	1068	0.624212786
1	house.jpg	non-switch	L1	L1	661	0.624212786
1	pencil.jpg	non-switch	L1	L1	755	0.624212786
1	cat.jpg	non-switch	L1	L1	895	0.624212786
1	book.jpg	switch	L3	L1	1058	0.624212786
1	dog.jpg	non-switch	L3	L3	714	0.624212786
1	heart.jpg	non-switch	L3	L3	683	0.624212786
1	house.jpg	switch	L2	L3	1148	0.624212786
1	chair.jpg	non-switch	L2	L2	685	0.624212786
1	table.jpg	non-switch	L2	L2	752	0.624212786
1	car.jpg	non-switch	L2	L2	841	0.624212786
1	pencil.jpg	non-switch	L2	L2	1043	0.624212786
1	cat.jpg	non-switch	L2	L2	615	0.624212786
1	heart.jpg	switch	L1	L2	970	0.624212786
1	table.jpg	switch	L3	L1	980	0.624212786
1	bear.jpg	non-switch	L3	L3	737	0.624212786
1	chair.jpg	switch	L2	L3	743	0.624212786
1	house.jpg	non-switch	L2	L2	848	0.624212786
1	dog.jpg	switch	L3	L2	843	0.624212786
1	book.jpg	non-switch	L3	L3	798	0.624212786
1	car.jpg	non-switch	L3	L3	898	0.624212786
1	car.jpg	non-switch	L3	L3	859	0.624212786
1	pencil.jpg	switch	L1	L3	884	0.624212786
1	cat.jpg	non-switch	L1	L1	738	0.624212786
1	heart.jpg	non-switch	L1	L1	610	0.624212786
1	table.jpg	switch	L2	L1	1581	0.624212786
1	bear.jpg	non-switch	L2	L2	890	0.624212786
1	chair.jpg	non-switch	L2	L2	556	0.624212786
1	house.jpg	non-switch	L2	L2	1107	0.624212786
1	dog.jpg	non-switch	L2	L2	929	0.624212786
1	book.jpg	switch	L1	L2	864	0.624212786
1	car.jpg	non-switch	L1	L1	1149	0.624212786
1	bear.jpg	non-switch	L1	L1	687	0.624212786
1	house.jpg	switch	L3	L1	964	0.624212786
1	heart.jpg	non-switch	L3	L3	692	0.624212786
1	dog.jpg	non-switch	L3	L3	1139	0.624212786
1	car.jpg	non-switch	L3	L3	1088	0.624212786
1	pencil.jpg	non-switch	L3	L3	588	0.624212786
1	cat.jpg	non-switch	L3	L3	1063	0.624212786
1	bear.jpg	non-switch	L3	L3	735	0.624212786
1	chair.jpg	switch	L2	L3	955	0.624212786
1	table.jpg	non-switch	L2	L2	700	0.624212786
1	bear.jpg	non-switch	L2	L2	988	0.624212786
1	pencil.jpg	non-switch	L2	L2	916	0.624212786
1	chair.jpg	non-switch	L2	L2	646	0.624212786
1	book.jpg	non-switch	L2	L2	750	0.624212786
1	dog.jpg	non-switch	L2	L2	641	0.624212786
1	cat.jpg	non-switch	L2	L2	786	0.624212786
1	chair.jpg	non-switch	L2	L2	619	0.624212786
1	bear.jpg	switch	L1	L2	819	0.624212786
1	table.jpg	non-switch	L1	L1	522	0.624212786
1	heart.jpg	non-switch	L1	L1	697	0.624212786
1	car.jpg	switch	L3	L1	1422	0.624212786
1	dog.jpg	non-switch	L3	L3	887	0.624212786
1	house.jpg	switch	L1	L3	849	0.624212786
1	book.jpg	non-switch	L1	L1	900	0.624212786
1	pencil.jpg	non-switch	L1	L1	1112	0.624212786
1	table.jpg	non-switch	L1	L1	937	0.624212786
1	house.jpg	non-switch	L1	L1	664	0.624212786
1	bear.jpg	non-switch	L1	L1	673	0.624212786
1	book.jpg	non-switch	L1	L1	742	0.624212786
1	chair.jpg	non-switch	L1	L1	653	0.624212786
1	pencil.jpg	switch	L2	L1	1099	0.624212786
1	heart.jpg	non-switch	L2	L2	928	0.624212786
1	cat.jpg	non-switch	L2	L2	583	0.624212786
1	chair.jpg	non-switch	L2	L2	1018	0.624212786
1	table.jpg	switch	L1	L2	565	0.624212786
1	heart.jpg	non-switch	L1	L1	1093	0.624212786
1	car.jpg	non-switch	L1	L1	963	0.624212786
1	dog.jpg	switch	L3	L1	843	0.624212786
1	house.jpg	non-switch	L3	L3	642	0.624212786
1	book.jpg	non-switch	L3	L3	706	0.624212786
1	pencil.jpg	switch	L2	L3	666	0.624212786
1	cat.jpg	switch	L3	L2	779	0.624212786
1	car.jpg	non-switch	L3	L3	631	0.624212786
1	dog.jpg	non-switch	L3	L3	723	0.624212786
1	car.jpg	non-switch	L3	L3	600	0.624212786
1	chair.jpg	non-switch	L3	L3	787	0.624212786
1	house.jpg	switch	L2	L3	1478	0.624212786
1	heart.jpg	non-switch	L2	L2	575	0.624212786
1	bear.jpg	non-switch	L2	L2	830	0.624212786
1	table.jpg	non-switch	L2	L2	1217	0.624212786
1	cat.jpg	non-switch	L2	L2	837	0.624212786
1	chair.jpg	non-switch	L2	L2	2251	0.624212786
1	bear.jpg	switch	L3	L2	922	0.624212786
1	table.jpg	non-switch	L3	L3	1363	0.624212786
1	heart.jpg	switch	L1	L3	1000	0.624212786
1	car.jpg	switch	L3	L1	1285	0.624212786
1	dog.jpg	non-switch	L3	L3	787	0.624212786
1	house.jpg	non-switch	L3	L3	895	0.624212786
1	book.jpg	switch	L2	L3	1751	0.624212786
1	pencil.jpg	non-switch	L2	L2	716	0.624212786
1	cat.jpg	non-switch	L2	L2	671	0.624212786
1	car.jpg	non-switch	L2	L2	790	0.624212786
1	house.jpg	non-switch	L2	L2	1000	0.624212786
1	table.jpg	non-switch	L2	L2	984	0.624212786
